Respondent;S3_Recode;CATV_INSTALLATION_DATE;Churn_risk;CITY_NAME;CommercialProductName;COMMUNITY_NAME;ConvergedStatus;DTV_INSTALLATION_DATE;DTV_TIER_OPTION_NAME;Film1;FixedVoicePlan;FoxSportEDL;FoxSportINT;HasCATV;HasDTV;HasINT;HasTEL;INTERNET_INSTALLATION_DATE;INTERNET_TIER_OPTION_NAME;InternetSecurityType;IntSecurity_Benefit;Kids_Benefit;MediaBoxType;MoviesSeriesL;MoviesSeriesStd;MoviesSeriesXL;MSL_Benefit;PlayLevel;SALUTATION;TELEPHONY_INSTALLATION_DATE;TELEPHONY_TIER_OPTION_NAME;Tenure;TVContentPack;Sport,
186;MEDIUM RISK;39661;low;BREEZAND;Internet Complete & TV Complete Next;HOLLANDS KROON;Converged;39661;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39661;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;39661;Vast Bellen;1.259.452.055;Standard Channel Pack;1,
191;MEDIUM RISK;42610;low;ENSCHEDE;Internet Complete & TV Complete;ENSCHEDE;Converged;42610;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42610;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;42610;Vast Bellen;4.515.068.493;Standard Channel Pack;0,
192;HIGH RISK;42084;high;ROTTERDAM;Internet Complete & TV Complete;ROTTERDAM;Converged;42084;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42084;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42084;Vast Bellen;5.956.164.384;Standard Channel Pack;1,
195;HIGH RISK;40360;mid;OUD-BEIJERLAND;Internet Start & TV Start (Selene);HOEKSCHE WAARD;Not Converged;42339;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42327;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;0;0;0;TV + INT + TEL;Dhr.;42327;Vast Bellen;1.067.945.205;Standard Channel Pack;0,
196;HIGH RISK;42353;mid;AMSTERDAM;Internet Start & TV Start;AMSTERDAM;Converged;42353;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;43748;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;43748;Vast Bellen;5.219.178.082;Standard Channel Pack;0,
197;HIGH RISK;40017;low;ZOETERMEER;Internet Start & TV Start;ZOETERMEER;Not Converged;40017;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40017;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;1;0;TV + INT + TEL;Dhr.;40017;Volop Bellen;1.161.917.808;Extra Channel Pack;0,
198;MEDIUM RISK;43645;high;HAARLEM;Internet Start & TV Start (2P);HAARLEM;Converged;43762;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43645;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT;Dhr.;;;1.679.452.055;Standard Channel Pack;0,
199;MEDIUM RISK;43406;low;BERGEN OP ZOOM;Internet Complete & TV Complete;BERGEN OP ZOOM;Converged;43405;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;43405;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;43405;Vast Bellen;2.336.986.301;Standard Channel Pack;0,
200;MEDIUM RISK;42186;low;ROCKANJE;Internet Max & TV Max Next;WESTVOORNE;Converged;42186;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42186;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42186;Volop Bellen;5.676.712.329;Extra Channel Pack;1,
201;MEDIUM RISK;42587;low;KOLHAM;TV Standaard (digitaal) (fZiggo);MIDDEN-GRONINGEN;Not Converged;42587;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;43288;;;0;0;;0;0;0;0;TV;Aan;;;4.578.082.192;Standard Channel Pack;0,
203;HIGH RISK;42592;mid;'S-HERTOGENBOSCH;TV Standaard (digitaal) (fZiggo);S HERTOGENBOSCH;Not Converged;42592;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;4.564.383.562;Standard Channel Pack;0,
205;MEDIUM RISK;42754;mid;NIEUWEGEIN;Internet Max & TV Max Next (zonder bellen);NIEUWEGEIN;Converged;42762;Extra Channel Pack No Horizon;1;;0;0;1;1;1;0;42762;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT;Dhr.;42762;;4.120.547.945;Extra Channel Pack;1,
208;HIGH RISK;42781;high;DORDRECHT;Kabel TV;DORDRECHT;Converged;;Cable TV;0;;0;0;1;0;1;0;42767;100 / 10 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT;Mevr.;;;4.084.931.507;Cable TV;0,
213;LOYAL & LIGHT RISK;42647;mid;WINSCHOTEN;Internet Complete & TV Max Next;OLDAMBT;Not Converged;42647;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42647;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42647;Vast Bellen;441.369.863;Extra Channel Pack;0,
214;LOYAL & LIGHT RISK;41699;high;AMSTERDAM;Internet Start & TV Complete Next;AMSTERDAM;Converged;41699;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41699;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41699;Vast Bellen;7.010.958.904;Standard Channel Pack;1,
215;MEDIUM RISK;42553;mid;ROTTERDAM;Internet Start & TV Start;ROTTERDAM;Not Converged;43362;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43362;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Mevr.;43362;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
216;MEDIUM RISK;41730;high;ARNHEM;Internet Complete & TV Max Next;ARNHEM;Converged;41730;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41730;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;0;1;1;TV + INT + TEL;Dhr.;41730;Vast Bellen;6.926.027.397;Extra Channel Pack;0,
217;MEDIUM RISK;41604;low;HELLEVOETSLUIS;Internet Start & TV Complete;HELLEVOETSLUIS;Converged;41604;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41604;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;41604;Volop Bellen;7.271.232.877;Standard Channel Pack;0,
219;MEDIUM RISK;42553;high;NIJMEGEN;Internet Start XL & Bellen (inclusief Kabel TV);NIJMEGEN;Not Converged;42553;Cable TV;0;Vast Bellen;0;0;1;0;1;1;42553;100 / 10 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Cable TV;0,
222;MEDIUM RISK;40531;high;ENSCHEDE;Internet Complete & TV Max Next;ENSCHEDE;Not Converged;40531;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40531;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40531;Vast Bellen;102.109.589;Extra Channel Pack;0,
227;MEDIUM RISK;42355;low;NIJMEGEN;Internet Complete & TV Max Next;NIJMEGEN;Converged;42355;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42355;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42355;Volop Bellen;521.369.863;Extra Channel Pack;0,
230;HIGH RISK;40407;low;BILTHOVEN;Internet Complete & TV Complete;DE BILT;Converged;40407;Standard Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;40407;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40407;Vast Bellen;1.055.068.493;Standard Channel Pack;0,
233;LOYAL & LIGHT RISK;41025;mid;NOORDWOLDE FR;Internet Start & TV Complete Next;WESTSTELLINGWERF;Converged;41025;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41025;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41025;Volop Bellen;8.857.534.247;Standard Channel Pack;1,
236;HIGH RISK;40832;mid;ZWOLLE;Internet Complete & TV Max Next;ZWOLLE;Converged;40832;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40832;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40832;Vast Bellen;938.630.137;Extra Channel Pack;1,
237;HIGH RISK;42483;high;ZWOLLE;Internet Complete & TV Start;ZWOLLE;Converged;42483;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42483;250 / 25 MBPS;SAFE ONLINE XL;1;1;MEDIABOX;0;0;1;0;TV + INT + TEL;Mevr.;42501;Vast Bellen;4.863.013.699;Extra Channel Pack;0,
245;LOYAL & LIGHT RISK;42607;mid;TILBURG;TV+INT Z2 (digitaal) (fZiggo);TILBURG;Not Converged;42607;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42607;250 / 25 MBPS;SAFE ONLINE;0;0;;1;0;0;1;TV + INT;Dhr.;;;4.523.287.671;Standard Channel Pack;0,
261;MEDIUM RISK;41579;high;OUDESLUIS;Internet Start XXL & TV Start (zonder bellen) 2P (BTL ONLY);SCHAGEN;Converged;41579;Standard Channel Pack No Horizon;0;;1;0;1;1;1;1;41579;100 / 10 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;41579;;7.339.726.027;Standard Channel Pack;0,
264;MEDIUM RISK;42689;low;EINDHOVEN;Internet Start & TV Complete;EINDHOVEN;Not Converged;42689;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42689;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;42689;Volop Bellen;4.298.630.137;Standard Channel Pack;0,
265;HIGH RISK;42553;mid;HILVERSUM;25Mb/s & Vast Bellen & TV Start;HILVERSUM;Not Converged;42553;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42553;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Mevr.;42553;Volop Bellen;4.671.232.877;Standard Channel Pack;0,
267;HIGH RISK;40624;low;NIJMEGEN;Internet Complete & TV Max Next;NIJMEGEN;Converged;40624;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40624;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40624;Vast Bellen;9.956.164.384;Extra Channel Pack;1,
273;MEDIUM RISK;40480;low;ZAANDAM;Internet Complete & TV Complete;ZAANSTAD;Converged;40480;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40480;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40480;Vast Bellen;1.035.068.493;Standard Channel Pack;0,
274;HIGH RISK;42725;low;CALLANTSOOG;Internet Complete & TV Max;SCHAGEN;Converged;42725;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42725;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42725;Vast Bellen;4.2;Extra Channel Pack;1,
276;HIGH RISK;40089;high;MAASTRICHT;Internet Complete & TV Complete;MAASTRICHT;Not Converged;40089;Extra Channel Pack Horizon;1;Vast Bellen;0;0;1;1;1;1;40089;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;1;0;TV + INT + TEL;Dhr.;40089;Vast Bellen;1.142.191.781;Extra Channel Pack;0,
277;HIGH RISK;41616;mid;SCHERPENZEEL GLD;Internet Start & TV Complete Next;SCHERPENZEEL;Converged;41616;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41616;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41616;Vast Bellen;7.238.356.164;Standard Channel Pack;0,
278;MEDIUM RISK;43060;low;OHE EN LAAK;Internet Complete & TV Complete Next;MAASGOUW;Converged;43060;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43060;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Mevr.;43060;Vast Bellen;3.282.191.781;Standard Channel Pack;0,
279;LOYAL & LIGHT RISK;41735;high;HALSTEREN;Internet Start & TV Start;BERGEN OP ZOOM;Not Converged;41735;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41735;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;41735;Vast Bellen;7.819.178.082;Standard Channel Pack;0,
284;MEDIUM RISK;42607;low;HORST;Internet Complete & TV Complete (2P);HORST AAN DE MAAS;Not Converged;42607;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42607;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;;;4.523.287.671;Standard Channel Pack;0,
285;HIGH RISK;41355;mid;HOOFDDORP;Internet Complete & TV Max;HAARLEMMERMEER;Converged;41355;Extra Channel Pack Horizon;0;Volop Bellen;1;1;1;1;1;1;41355;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;41355;Volop Bellen;7.953.424.658;Extra Channel Pack;1,
287;MEDIUM RISK;42664;low;GIESSENBURG;Internet Complete & TV Complete;MOLENLANDEN;Not Converged;42664;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42664;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42664;Volop Bellen;4.367.123.288;Standard Channel Pack;0,
288;MEDIUM RISK;40695;high;AFFERDEN LB;Internet Start & TV Start (2P);BERGEN LB;Converged;40695;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;40695;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT;Dhr.;40695;;9.761.643.836;Standard Channel Pack;1,
289;HIGH RISK;39975;mid;SITTARD;Internet Complete & TV Complete Next (zonder bellen);SITTARD-GELEEN;Not Converged;39975;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;39975;250 / 25 MBPS;SAFE ONLINE L;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Dhr.;;;1.173.424.658;Standard Channel Pack;0,
293;HIGH RISK;41260;low;WOENSDRECHT;Alles-in-1 Plus (digitaal) (fZiggo);WOENSDRECHT;Converged;41260;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41260;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Dhr.;41260;Volop Bellen;821.369.863;Standard Channel Pack;1,
294;HIGH RISK;41602;mid;ENSCHEDE;Internet Start & TV Complete Next;ENSCHEDE;Not Converged;41602;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41602;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;44020;Vast Bellen;7.276.712.329;Standard Channel Pack;0,
295;LOYAL & LIGHT RISK;42606;low;HEELSUM;Internet Max & TV Max Next;RENKUM;Converged;42609;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;42609;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42609;Vast Bellen;4.526.027.397;Extra Channel Pack;1,
297;HIGH RISK;42629;low;ROTTERDAM;Internet Complete & TV Max;ROTTERDAM;Not Converged;42629;Extra Channel Pack Horizon;1;Vast Bellen;0;0;1;1;1;1;42629;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42629;Vast Bellen;4.463.013.699;Extra Channel Pack;0,
303;HIGH RISK;42668;mid;ALMERE;Internet Complete & TV Complete;ALMERE;Converged;42668;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42668;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;1;0;TV + INT + TEL;Dhr.;42668;Vast Bellen;4.356.164.384;Extra Channel Pack;0,
306;MEDIUM RISK;41760;mid;BUDEL;Internet Complete & TV Start;CRANENDONCK;Not Converged;41760;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41760;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX;1;0;0;0;TV + INT + TEL;Dhr.;41760;Vast Bellen;6.843.835.616;Standard Channel Pack;0,
307;HIGH RISK;42567;high;BERGEN NH;TV Standaard (analoog) (fZiggo);BERGEN NH;Not Converged;;Cable TV;0;;0;0;1;0;0;0;;;;0;0;;0;0;0;0;TV;Mevr.;;;4.632.876.712;Cable TV;0,
310;HIGH RISK;40760;low;'S-GRAVENHAGE;Internet Start & TV Start;S GRAVENHAGE;Converged;40760;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;43269;50 / 5 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT + TEL;Mevr.;43269;Volop Bellen;9.583.561.644;Standard Channel Pack;0,
311;MEDIUM RISK;41409;low;WERKENDAM;Alles-in-1 Plus (digitaal) (fZiggo);ALTENA;Not Converged;41409;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41409;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;41409;Volop Bellen;7.805.479.452;Standard Channel Pack;0,
315;MEDIUM RISK;42553;mid;LEEUWARDEN;Internet Complete & TV Complete;LEEUWARDEN;Converged;42553;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
316;HIGH RISK;42726;low;BOVENKARSPEL;Internet Start & TV Start;STEDE BROEC;Not Converged;42726;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42726;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Mevr.;42726;Vast Bellen;4.197.260.274;Standard Channel Pack;0,
320;MEDIUM RISK;41605;low;HELMOND;Internet Complete & TV Complete (2P);HELMOND;Not Converged;41605;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;41605;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;1;1;0;1;TV + INT;Dhr.;;;7.268.493.151;Standard Channel Pack;0,
321;MEDIUM RISK;42553;mid;EIBERGEN;Internet Complete & TV Start;BERKELLAND;Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
323;MEDIUM RISK;41128;low;NIEUWEGEIN;Alles-in-1 Plus (digitaal) (fZiggo);NIEUWEGEIN;Not Converged;41128;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41128;250 / 25 MBPS;SAFE ONLINE;0;0;;1;0;0;1;TV + INT + TEL;Dhr.;41128;Vast Bellen;8.575.342.466;Standard Channel Pack;0,
324;HIGH RISK;42689;mid;WADDINXVEEN;Internet Start & TV Start;WADDINXVEEN;Not Converged;42689;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42689;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42689;Vast Bellen;4.298.630.137;Standard Channel Pack;0,
329;HIGH RISK;39904;low;SPRUNDEL;Internet Max & TV Max Next;RUCPHEN;Converged;39904;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39904;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;39904;Vast Bellen;1.192.876.712;Extra Channel Pack;1,
334;MEDIUM RISK;41671;low;SWALMEN;Internet Complete & TV Complete;ROERMOND;Converged;41671;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41671;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;41671;Vast Bellen;7.087.671.233;Standard Channel Pack;0,
337;MEDIUM RISK;41031;low;MEERSSEN;Internet Max & TV Complete;MEERSSEN;Converged;41031;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41031;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;41031;Volop Bellen;884.109.589;Standard Channel Pack;1,
338;HIGH RISK;40990;low;ECHT;Internet Complete & TV Complete (2P);ECHT-SUSTEREN;Converged;40990;Standard Channel Pack Horizon;0;;1;0;1;1;1;0;40990;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;;;8.953.424.658;Standard Channel Pack;1,
339;LOYAL & LIGHT RISK;43133;high;HAARLEM;Internet Max & TV Start (2P);HAARLEM;Converged;43132;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43132;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT;Aan;;;3.084.931.507;Standard Channel Pack;0,
341;HIGH RISK;42509;high;ROTTERDAM;Internet Start & TV Start (2P);ROTTERDAM;Not Converged;42509;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43394;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;4.791.780.822;Standard Channel Pack;0,
343;HIGH RISK;39874;mid;ETTEN-LEUR;Internet Start & TV Complete;ETTEN-LEUR;Not Converged;39874;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;39874;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;39874;Vast Bellen;120.109.589;Standard Channel Pack;0,
344;HIGH RISK;40466;low;NIEUWEGEIN;Internet Max & TV Max;NIEUWEGEIN;Converged;40466;Extra Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41751;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Mevr.;41751;Volop Bellen;103.890.411;Extra Channel Pack;1,
345;HIGH RISK;39794;mid;HAZERSWOUDE-RIJNDIJK;Internet Start & TV Start (zonder bellen) (Selene);ALPHEN AAN DEN RIJN;Converged;42698;Extra Channel Pack Horizon;0;;0;0;1;1;1;0;44184;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL (SELENE);0;0;1;0;TV + INT;Dhr.;;;1.223.013.699;Extra Channel Pack;0,
346;HIGH RISK;41608;low;MAASTRICHT;Internet Complete & TV Complete Next;MAASTRICHT;Not Converged;41608;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41608;250 / 25 MBPS;SAFE ONLINE L;0;0;MEDIABOX NEXT;0;1;1;0;TV + INT + TEL;Dhr.;41608;Vast Bellen;7.260.273.973;Extra Channel Pack;1,
347;MEDIUM RISK;42910;mid;SITTARD;Internet Complete & TV Complete Next (zonder bellen);SITTARD-GELEEN;Converged;42907;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42907;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT;Dhr.;;;3.701.369.863;Standard Channel Pack;0,
348;LOYAL & LIGHT RISK;42684;high;BREDA;Internet Complete & TV Start;BREDA;Converged;42684;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42684;250 / 25 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT + TEL;Dhr.;42684;Vast Bellen;4.312.328.767;Standard Channel Pack;0,
349;HIGH RISK;41749;high;PURMEREND;Internet Complete & TV Complete Next (zonder bellen);PURMEREND;Converged;41749;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;41749;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Dhr.;41749;;6.873.972.603;Standard Channel Pack;0,
350;HIGH RISK;42601;low;ENSCHEDE;Internet Start & TV Start;ENSCHEDE;Converged;42601;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42601;50 / 5 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Dhr.;42601;Vast Bellen;4.539.726.027;Standard Channel Pack;1,
351;HIGH RISK;42610;low;ENKHUIZEN;Internet Complete & TV Max;ENKHUIZEN;Converged;42610;Extra Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;42610;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Mevr.;42610;Vast Bellen;4.515.068.493;Extra Channel Pack;1,
352;HIGH RISK;41851;high;ACHTHUIZEN;Internet Complete & TV Max Next (zonder bellen);GOEREE-OVERFLAKKEE;Converged;41884;Extra Channel Pack No Horizon;1;;0;0;1;1;1;0;42109;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT;Dhr.;43594;;6.594.520.548;Extra Channel Pack;0,
353;MEDIUM RISK;39536;mid;BRUNSSUM;Internet Start & TV Complete (zonder bellen) (Selene);BRUNSSUM;Not Converged;39536;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;41673;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT;Dhr.;41673;;129.369.863;Standard Channel Pack;0,
354;MEDIUM RISK;43918;high;ALMERE;Internet Start & TV Start (2P);ALMERE;Not Converged;43917;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43917;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT;Mevr.;;;0.934246575;Standard Channel Pack;0,
355;HIGH RISK;41778;mid;SINT-MICHIELSGESTEL;Internet Start & TV Start (2P);SINT-MICHIELSGESTEL;Converged;41778;Extra Channel Pack No Horizon;0;;1;0;1;1;1;0;41778;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;1;0;TV + INT;Dhr.;41778;;6.794.520.548;Extra Channel Pack;1,
